==================================================
     TOP ARCHIVOS CON MAYOR VOLUMEN DE TEXTO      
==================================================

Se encontraron 798 archivos con contenido traducible.

LÍNEAS   | RUTA DEL ARCHIVO
17       | ./test/battle/trainer_control.h
17       | ./asm/macros.inc
17       | ./data/scripts/gift_battle_card.inc
17       | ./data/maps/SootopolisCity_PokemonCenter_1F/scripts.inc
17       | ./data/maps/PokemonTower_1F_Frlg/scripts.inc
17       | ./data/maps/AbandonedShip_Corridors_B1F/scripts.inc
17       | ./data/maps/SSAnne_1F_Room2_Frlg/scripts.inc
17       | ./data/maps/CeladonCity_DepartmentStore_5F_Frlg/scripts.inc
17       | ./data/maps/SeafoamIslands_B4F_Frlg/scripts.inc
17       | ./data/maps/FuchsiaCity_SafariZone_Office_Frlg/scripts.inc
17       | ./data/maps/SSAnne_Deck_Frlg/scripts.inc
17       | ./data/maps/EverGrandeCity_GlaciasRoom/scripts.inc
17       | ./data/maps/PacifidlogTown/scripts.inc
17       | ./data/maps/PokemonMansion_2F_Frlg/scripts.inc
17       | ./data/maps/PewterCity_PokemonCenter_1F_Frlg/scripts.inc
16       | ./src/data/lilycove_lady.h
16       | ./src/data/battle_frontier/apprentice.h
16       | ./include/test/test.h
16       | ./data/maps/SevenIsland_TrainerTower_Frlg/scripts.inc
16       | ./data/maps/Route105/scripts.inc
16       | ./data/maps/SilphCo_3F_Frlg/scripts.inc
16       | ./data/maps/ThreeIsland_Port_Frlg/scripts.inc
16       | ./data/maps/GraniteCave_1F/scripts.inc
16       | ./data/maps/CinnabarIsland_PokemonLab_Entrance_Frlg/scripts.inc
15       | ./data/scripts/gift_old_sea_map.inc
15       | ./data/scripts/apricorn_tree.inc
15       | ./data/maps/CeladonCity_GameCorner_PrizeRoom_Frlg/scripts.inc
15       | ./data/maps/EverGrandeCity_SidneysRoom/scripts.inc
15       | ./data/maps/OldaleTown_PokemonCenter_1F/scripts.inc
15       | ./data/maps/SilphCo_10F_Frlg/scripts.inc
15       | ./data/maps/PokemonTower_4F_Frlg/scripts.inc
15       | ./data/maps/LavaridgeTown_HerbShop/scripts.inc
14       | ./data/scripts/gift_aurora_ticket.inc
14       | ./data/scripts/gift_mystic_ticket.inc
14       | ./data/text/check_furniture.inc
14       | ./data/maps/CeruleanCity_House2_Frlg/scripts.inc
14       | ./data/maps/PokemonMansion_B1F_Frlg/scripts.inc
14       | ./data/maps/SSTidalLowerDeck/scripts.inc
14       | ./data/maps/MossdeepCity_House3/scripts.inc
14       | ./data/maps/ViridianCity_Mart_Frlg/scripts.inc
14       | ./data/maps/Route123/scripts.inc
14       | ./data/maps/MossdeepCity_Mart/scripts.inc
14       | ./data/maps/Route11_EastEntrance_1F_Frlg/scripts.inc
14       | ./data/maps/FallarborTown_BattleTentCorridor/scripts.inc
14       | ./data/maps/Route114_FossilManiacsHouse/scripts.inc
14       | ./data/maps/RocketHideout_B3F_Frlg/scripts.inc
14       | ./data/maps/Route117/scripts.inc
14       | ./data/maps/SSAnne_B1F_Room1_Frlg/scripts.inc
14       | ./data/maps/Route2_ViridianForest_NorthEntrance_Frlg/scripts.inc
14       | ./data/maps/FortreeCity_House3/scripts.inc
14       | ./data/maps/PacifidlogTown_House4/scripts.inc
14       | ./data/maps/SafariZone_West_RestHouse_Frlg/scripts.inc
13       | ./data/maps/PacifidlogTown_PokemonCenter_1F/scripts.inc
13       | ./data/maps/PetalburgCity_House1/scripts.inc
13       | ./data/maps/ThreeIsland_PokemonCenter_1F_Frlg/scripts.inc
13       | ./data/maps/MauvilleCity_House2/scripts.inc
13       | ./data/maps/CeladonCity_DepartmentStore_4F_Frlg/scripts.inc
13       | ./data/maps/MauvilleCity_PokemonCenter_1F/scripts.inc
13       | ./data/maps/SevenIsland_PokemonCenter_1F_Frlg/scripts.inc
13       | ./data/maps/SootopolisCity_House3/scripts.inc
13       | ./data/maps/ThreeIsland_House2_Frlg/scripts.inc
13       | ./data/maps/BattleFrontier_Mart/scripts.inc
13       | ./data/maps/PokemonLeague_HallOfFame_Frlg/scripts.inc
13       | ./data/maps/CinnabarIsland_PokemonLab_ResearchRoom_Frlg/scripts.inc
13       | ./data/maps/SootopolisCity_Mart/scripts.inc
12       | ./data/maps/LavaridgeTown_PokemonCenter_1F/scripts.inc
12       | ./data/maps/PetalburgCity_Mart/scripts.inc
12       | ./data/maps/CeladonCity_DepartmentStore_2F_Frlg/scripts.inc
12       | ./data/maps/VerdanturfTown_PokemonCenter_1F/scripts.inc
12       | ./data/maps/FuchsiaCity_PokemonCenter_1F_Frlg/scripts.inc
12       | ./data/maps/MagmaHideout_3F_2R/scripts.inc
12       | ./data/maps/SaffronCity_House_Frlg/scripts.inc
12       | ./data/maps/BattleFrontier_PokemonCenter_1F/scripts.inc
12       | ./data/maps/MtPyre_1F/scripts.inc
12       | ./data/maps/RustboroCity_Mart/scripts.inc
12       | ./data/maps/Route114/scripts.inc
12       | ./data/maps/SafariZone_West_Frlg/scripts.inc
12       | ./data/maps/Route111_OldLadysRestStop/scripts.inc
12       | ./data/maps/PokemonMansion_1F_Frlg/scripts.inc
12       | ./data/maps/AbandonedShip_HiddenFloorCorridors/scripts.inc
12       | ./data/maps/VermilionCity_House3_Frlg/scripts.inc
12       | ./data/maps/ViridianCity_PokemonCenter_1F_Frlg/scripts.inc
12       | ./data/maps/SaffronCity_PokemonCenter_1F_Frlg/scripts.inc
12       | ./data/maps/FourIsland_Mart_Frlg/scripts.inc
12       | ./data/maps/SootopolisCity_House4/scripts.inc
12       | ./data/maps/VerdanturfTown_Mart/scripts.inc
11       | ./data/maps/LilycoveCity_DepartmentStore_4F/scripts.inc
11       | ./data/maps/VermilionCity_House2_Frlg/scripts.inc
11       | ./data/maps/SixIsland_GreenPath_Frlg/scripts.inc
11       | ./data/maps/CeladonCity_DepartmentStore_1F_Frlg/scripts.inc
11       | ./data/maps/FuchsiaCity_House1_Frlg/scripts.inc
11       | ./data/maps/RustboroCity_PokemonCenter_1F/scripts.inc
11       | ./data/maps/SSAnne_2F_Room2_Frlg/scripts.inc
11       | ./data/maps/FallarborTown_Mart/scripts.inc
11       | ./data/maps/Route16_House_Frlg/scripts.inc
11       | ./data/maps/NewMauville_Inside/scripts.inc
11       | ./data/maps/PokemonMansion_3F_Frlg/scripts.inc
11       | ./data/maps/SevenIsland_SevaultCanyon_House_Frlg/scripts.inc
11       | ./data/maps/ThreeIsland_Mart_Frlg/scripts.inc
11       | ./data/maps/SevenIsland_Mart_Frlg/scripts.inc
11       | ./data/maps/SSAnne_B1F_Room4_Frlg/scripts.inc
11       | ./data/maps/SootopolisCity_House7/scripts.inc
11       | ./data/maps/SafariZone_North_Frlg/scripts.inc
11       | ./data/maps/SeafloorCavern_Room1/scripts.inc
11       | ./data/maps/AbandonedShip_CaptainsOffice/scripts.inc
11       | ./data/maps/SeafloorCavern_Room4/scripts.inc
10       | ./include/battle_controllers.h
10       | ./data/scripts/aide.inc
10       | ./data/maps/SSAnne_1F_Corridor_Frlg/scripts.inc
10       | ./data/maps/TwoIsland_PokemonCenter_1F_Frlg/scripts.inc
10       | ./data/maps/EverGrandeCity_HallOfFame/scripts.inc
10       | ./data/maps/SootopolisCity_House6/scripts.inc
10       | ./data/maps/MossdeepCity_House4/scripts.inc
10       | ./data/maps/PacifidlogTown_House1/scripts.inc
10       | ./data/maps/CeladonCity_House1_Frlg/scripts.inc
10       | ./data/maps/FiveIsland_Frlg/scripts.inc
10       | ./data/maps/VerdanturfTown_House/scripts.inc
10       | ./data/maps/OneIsland_TreasureBeach_Frlg/scripts.inc
10       | ./data/maps/MirageTower_4F/scripts.inc
10       | ./data/maps/SaffronCity_MrPsychicsHouse_Frlg/scripts.inc
10       | ./data/maps/CeruleanCity_Mart_Frlg/scripts.inc
10       | ./data/maps/MossdeepCity_House1/scripts.inc
10       | ./data/maps/MauvilleCity_Mart/scripts.inc
10       | ./data/maps/Route121/scripts.inc
10       | ./data/maps/LilycoveCity_DepartmentStore_3F/scripts.inc
10       | ./data/maps/FiveIsland_LostCave_Room10_Frlg/scripts.inc
10       | ./data/maps/PewterCity_House2_Frlg/scripts.inc
10       | ./data/maps/FortreeCity_Mart/scripts.inc
10       | ./data/maps/CeladonCity_Hotel_Frlg/scripts.inc
10       | ./data/maps/LavenderTown_House1_Frlg/scripts.inc
10       | ./data/maps/LilycoveCity_PokemonCenter_1F/scripts.inc
10       | ./data/maps/SlateportCity_PokemonCenter_1F/scripts.inc
10       | ./data/maps/VermilionCity_Mart_Frlg/scripts.inc
10       | ./data/maps/VictoryRoad_1F_Frlg/scripts.inc
10       | ./data/maps/EverGrandeCity_PokemonLeague_1F/scripts.inc
10       | ./data/maps/LavenderTown_PokemonCenter_1F_Frlg/scripts.inc
10       | ./data/maps/LilycoveCity_DepartmentStore_5F/scripts.inc
10       | ./data/maps/SSAnne_2F_Room4_Frlg/scripts.inc
9        | ./include/gba/macro.h
9        | ./data/scripts/pkmn_center_nurse_frlg.inc
9        | ./data/scripts/gift_pichu.inc
9        | ./data/maps/PewterCity_House1_Frlg/scripts.inc
9        | ./data/maps/FortreeCity_DecorationShop/scripts.inc
9        | ./data/maps/RustboroCity_House3/scripts.inc
9        | ./data/maps/FiveIsland_LostCave_Room1_Frlg/scripts.inc
9        | ./data/maps/BattleFrontier_Lounge4/scripts.inc
9        | ./data/maps/SafariZone_North_RestHouse_Frlg/scripts.inc
9        | ./data/maps/MtPyre_5F/scripts.inc
9        | ./data/maps/CeladonCity_PokemonCenter_1F_Frlg/scripts.inc
9        | ./data/maps/PetalburgCity_House2/scripts.inc
9        | ./data/maps/MossdeepCity_House2/scripts.inc
9        | ./data/maps/DewfordTown_House1/scripts.inc
9        | ./data/maps/PacifidlogTown_House5/scripts.inc
8        | ./src/data/pokemon/species_info.h
8        | ./include/text.h
8        | ./data/scripts/gift_altering_cave.inc
8        | ./data/scripts/dexnav.inc
8        | ./data/maps/SlateportCity_House/scripts.inc
8        | ./data/maps/ViridianCity_House_Frlg/scripts.inc
8        | ./data/maps/FortreeCity_House5/scripts.inc
8        | ./data/maps/Route16_NorthEntrance_1F_Frlg/scripts.inc
8        | ./data/maps/Route115/scripts.inc
8        | ./data/maps/ThreeIsland_House5_Frlg/scripts.inc
8        | ./data/maps/OldaleTown_Mart/scripts.inc
8        | ./data/maps/SSAnne_1F_Room6_Frlg/scripts.inc
8        | ./data/maps/SSAnne_2F_Room3_Frlg/scripts.inc
8        | ./data/maps/SixIsland_Mart_Frlg/scripts.inc
8        | ./data/maps/RustboroCity_Flat2_2F/scripts.inc
8        | ./data/maps/SlateportCity_Mart/scripts.inc
8        | ./data/maps/SootopolisCity_House2/scripts.inc
8        | ./data/maps/SixIsland_Frlg/scripts.inc
7        | ./data/scripts/repel.inc
7        | ./data/text/pc.inc
7        | ./data/maps/Route110_SeasideCyclingRoadNorthEntrance/scripts.inc
7        | ./data/maps/LavaridgeTown_Mart/scripts.inc
7        | ./data/maps/SaffronCity_CopycatsHouse_1F_Frlg/scripts.inc
7        | ./data/maps/SSAnne_2F_Room5_Frlg/scripts.inc
7        | ./data/maps/SootopolisCity_House1/scripts.inc
7        | ./data/maps/SlateportCity_SternsShipyard_2F/scripts.inc
7        | ./data/maps/Route110_SeasideCyclingRoadSouthEntrance/scripts.inc
7        | ./data/maps/PewterCity_Mart_Frlg/scripts.inc
7        | ./data/maps/MossdeepCity_PokemonCenter_1F/scripts.inc
7        | ./data/maps/DewfordTown_PokemonCenter_1F/scripts.inc
7        | ./data/maps/AbandonedShip_Corridors_1F/scripts.inc
6        | ./asm/macros/map.inc
6        | ./data/maps/RocketHideout_B2F_Frlg/scripts.inc
6        | ./data/maps/EverGrandeCity/scripts.inc
6        | ./data/maps/SafariZone_East_Frlg/scripts.inc
6        | ./data/maps/SafariZone_East_RestHouse_Frlg/scripts.inc
6        | ./data/maps/PalletTown_PlayersHouse_2F_Frlg/scripts.inc
6        | ./data/maps/FiveIsland_LostCave_Room4_Frlg/scripts.inc
6        | ./data/maps/FiveIsland_House1_Frlg/scripts.inc
6        | ./data/maps/SaffronCity_Mart_Frlg/scripts.inc
6        | ./data/maps/Route2_ViridianForest_SouthEntrance_Frlg/scripts.inc
6        | ./data/maps/ShoalCave_LowTideLowerRoom/scripts.inc
6        | ./data/maps/ThreeIsland_House4_Frlg/scripts.inc
6        | ./data/maps/MtPyre_4F/scripts.inc
6        | ./data/maps/LilycoveCity_House4/scripts.inc
6        | ./data/maps/Route18_EastEntrance_2F_Frlg/scripts.inc
6        | ./data/maps/FuchsiaCity_Mart_Frlg/scripts.inc
6        | ./data/maps/FiveIsland_House2_Frlg/scripts.inc
6        | ./data/maps/LilycoveCity_DepartmentStore_2F/scripts.inc
6        | ./data/maps/LilycoveCity_House2/scripts.inc
6        | ./data/maps/RustboroCity_House2/scripts.inc
6        | ./data/maps/FiveIsland_PokemonCenter_1F_Frlg/scripts.inc
6        | ./data/maps/MauvilleCity_PokemonCenter_2F/scripts.inc
6        | ./data/maps/SSAnne_1F_Room5_Frlg/scripts.inc
6        | ./data/maps/OldaleTown_House1/scripts.inc
6        | ./data/maps/Route119_House/scripts.inc
6        | ./data/maps/Underwater_SeafloorCavern/scripts.inc
5        | ./include/pokemon.h
5        | ./include/data.h
5        | ./include/constants/global.h
5        | ./data/scripts/mart_clerk.inc
5        | ./data/scripts/silphco_doors.inc
5        | ./data/scripts/shared_secret_base.inc
5        | ./data/text/surf.inc
5        | ./data/maps/OneIsland_House1_Frlg/scripts.inc
5        | ./data/maps/Route18_EastEntrance_1F_Frlg/scripts.inc
5        | ./data/maps/LilycoveCity_House1/scripts.inc
5        | ./data/maps/SootopolisCity_House5/scripts.inc
5        | ./data/maps/SixIsland_House_Frlg/scripts.inc
5        | ./data/maps/CinnabarIsland_Mart_Frlg/scripts.inc
5        | ./data/maps/SafariZone_Center_Frlg/scripts.inc
5        | ./data/maps/SSAnne_1F_Room7_Frlg/scripts.inc
5        | ./data/maps/SilphCo_1F_Frlg/scripts.inc
5        | ./data/maps/SSAnne_1F_Room3_Frlg/scripts.inc
5        | ./data/maps/LavaridgeTown_House/scripts.inc
5        | ./data/maps/OldaleTown_House2/scripts.inc
5        | ./data/maps/SSAnne_B1F_Room3_Frlg/scripts.inc
5        | ./data/maps/ThreeIsland_House1_Frlg/scripts.inc
4        | ./include/gba/syscall.h
4        | ./data/scripts/follower.inc
4        | ./data/scripts/gift_stamp_card.inc
4        | ./data/text/abnormal_weather.inc
4        | ./data/maps/DiglettsCave_NorthEntrance_Frlg/scripts.inc
4        | ./data/maps/AbandonedShip_Rooms2_B1F/scripts.inc
4        | ./data/maps/SSAnne_3F_Corridor_Frlg/scripts.inc
4        | ./data/maps/SafariZone_Center_RestHouse_Frlg/scripts.inc
4        | ./data/maps/SSAnne_1F_Room4_Frlg/scripts.inc
4        | ./data/maps/SSAnne_1F_Room1_Frlg/scripts.inc
4        | ./data/maps/MtChimney_CableCarStation/scripts.inc
4        | ./data/maps/SSAnne_B1F_Room5_Frlg/scripts.inc
4        | ./data/maps/SSAnne_2F_Room1_Frlg/scripts.inc
4        | ./data/maps/CinnabarIsland_PokemonLab_Lounge_Frlg/scripts.inc
4        | ./data/maps/DiglettsCave_SouthEntrance_Frlg/scripts.inc
4        | ./data/maps/SSAnne_B1F_Room2_Frlg/scripts.inc
4        | ./data/maps/AbandonedShip_Rooms_B1F/scripts.inc
4        | ./data/maps/Route2_House_Frlg/scripts.inc
4        | ./data/maps/SixIsland_WaterPath_House2_Frlg/scripts.inc
4        | ./data/maps/RustboroCity_Flat2_3F/scripts.inc
4        | ./data/maps/Route112_CableCarStation/scripts.inc
4        | ./data/maps/CeruleanCity_House3_Frlg/scripts.inc
4        | ./data/maps/NewMauville_Entrance/scripts.inc
3        | ./test/battle/partner_control.h
3        | ./src/data/debug_trainers.h
3        | ./include/gametypes.h
3        | ./include/assertf.h
3        | ./include/librfu.h
3        | ./include/link_rfu.h
3        | ./include/battle.h
3        | ./include/constants/event_objects.h
3        | ./data/scripts/config.inc
3        | ./data/text/record_mix.inc
3        | ./data/maps/OneIsland_House2_Frlg/scripts.inc
3        | ./data/maps/Route106/scripts.inc
3        | ./data/maps/RustboroCity_Flat1_1F/scripts.inc
3        | ./data/maps/ThreeIsland_House3_Frlg/scripts.inc
3        | ./data/maps/Route2_Frlg/scripts.inc
3        | ./data/maps/UndergroundPath_EastEntrance_Frlg/scripts.inc
3        | ./data/maps/InsideOfTruck/scripts.inc
3        | ./data/maps/MossdeepCity_PokemonCenter_2F/scripts.inc
3        | ./data/maps/RustboroCity_Flat2_1F/scripts.inc
3        | ./data/maps/Route15_WestEntrance_1F_Frlg/scripts.inc
3        | ./data/maps/SSAnne_2F_Room6_Frlg/scripts.inc
2        | ./asm/macros/battle_anim_script.inc
2        | ./asm/macros/m4a.inc
2        | ./src/data/speaker_names.h
2        | ./include/global.h
2        | ./include/script.h
2        | ./include/constants/items.h
2        | ./include/constants/teaching_types.h
2        | ./data/scripts/battle_frontier.inc
2        | ./data/scripts/move_tutors_frlg.inc
2        | ./data/scripts/test_signpost.inc
2        | ./data/scripts/seagallop.inc
2        | ./data/scripts/pokemon_league.inc
2        | ./data/maps/UndergroundPath_WestEntrance_Frlg/scripts.inc
2        | ./data/maps/BattleFrontier_BattleArenaCorridor/scripts.inc
2        | ./data/maps/Route5_Frlg/scripts.inc
2        | ./data/maps/FourIsland_House1_Frlg/scripts.inc
2        | ./data/maps/AbandonedShip_HiddenFloorRooms/scripts.inc
2        | ./data/maps/BattleFrontier_BattlePikeRoomFinal/scripts.inc
2        | ./data/maps/UndergroundPath_SouthEntrance_Frlg/scripts.inc
2        | ./data/maps/Route23_Frlg/scripts.inc
2        | ./data/maps/SevenIsland_SevaultCanyon_TanobyKey_Frlg/scripts.inc
2        | ./data/maps/BattleFrontier_BattlePikeCorridor/scripts.inc
2        | ./data/maps/Route12_NorthEntrance_1F_Frlg/scripts.inc
2        | ./data/maps/Route7_Frlg/scripts.inc
2        | ./data/maps/DesertUnderpass/scripts.inc
2        | ./constants/constants.inc
1        | ./src/data/battle_partners.h
1        | ./src/data/pokemon/teachable_learnsets.h
1        | ./include/AgbRfu_LinkManager.h
1        | ./include/event_object_movement.h
1        | ./include/mini_printf.h
1        | ./include/battle_message.h
1        | ./include/contest.h
1        | ./include/global.fieldmap.h
1        | ./include/follower_helper.h
1        | ./include/config/overworld.h
1        | ./include/constants/weather.h
1        | ./include/constants/battle_string_ids.h
1        | ./include/constants/songs.h
1        | ./include/constants/battle_palace.h
1        | ./include/constants/berry.h
1        | ./include/constants/difficulty.h
1        | ./data/maps/Route124/scripts.inc
1        | ./data/maps/CeladonCity_Condominiums_Roof_Frlg/scripts.inc
1        | ./data/maps/MtEmber_RubyPath_B3F_Frlg/scripts.inc
1        | ./data/maps/CeruleanCave_B1F_Frlg/scripts.inc
1        | ./data/maps/FarawayIsland_Interior/scripts.inc
1        | ./data/maps/RocketHideout_Elevator_Frlg/scripts.inc
1        | ./data/maps/SkyPillar_Top/scripts.inc
1        | ./data/maps/CeladonCity_Condominiums_2F_Frlg/scripts.inc
